"child_TNW","r_2_i_verbs","num_pos_tags","n_dos","repetition","fillers","average_syl","verb_utt","present_progressive","propositions_in","propositions_on","plural_s","possessive_s","articles","regular_past_ed","contractible_copula","contractible_aux","word_errors","n_v","n_aux","n_3s_v","det_pl_n","pro_aux","pro_3s_v","Stage3","Stage2","Stage1","Stage5","Stage4"
-0.292032052777849,-0.527462868809348,-0.839012838830783,-0.553453995335403,-0.211651127424269,0.0413505516106295,0.149643787072893,-0.646629067753902,0.267346610783657,1.99357475663985,-0.498607343323628,0.538136714615781,1.24502074283728,-0.545262586390317,-0.470734337333659,0.81100687471312,-0.546097479694763,2.71971229096362,-0.590429354720879,0.146243791917102,1.01215182643887,-0.106400544772184,-0.142498518961427,-0.414549979836273,-0.706082990448695,-1.06181058089795,1.84665631363991,0.134981179139629,0.421152327344379
0.0408152307755919,-0.573093574333662,-0.716733129241362,-0.553453995335403,-0.364520877709968,-0.784114665588478,0.448586579310275,0.0368069650632744,0.160965768638744,2.75019801182512,2.29429113221642,-0.112992452162528,1.24502074283728,-0.545262586390317,1.11821721852079,-0.708563901065147,-0.546097479694763,6.01670744050862,-0.590429354720879,0.831280501423529,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-1.16146807553029,-0.824951971359132,3.53094299460595,-1.08627717279127,0.662613564916054
-0.378325792958371,-0.529696930115929,-0.47217371006252,-0.553453995335403,-0.364520877709968,-0.268198904839036,0.275992124872184,1.45625103322203,0.37372745292857,0.480328246269302,-0.498607343323628,-0.330035507755297,-0.464082282034461,-0.515026841724436,0.323741440593565,-0.708563901065147,-0.546097479694763,-0.577282858581381,-0.590429354720879,-0.196274562836111,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-0.596166472704126,0.620426652314767,-0.401106982134426,-0.789868300664259,-0.0401420525842043
0.192856582522226,-0.495401710076553,-0.227614290883679,-0.553453995335403,-0.00782479371000455,-0.577748361288701,0.0038627990594741,0.755290999563382,-0.158176757795994,0.480328246269302,0.43235881518972,1.18926588139409,-0.464082282034461,-0.545262586390317,1.59490268527712,-0.708563901065147,-0.546097479694763,1.07121471619112,-0.249207195174397,-0.538792917589324,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-0.727574601026376,0.471816502861835,1.09002126810171,-0.759557941797283,-0.204756712465557
-0.238612118380384,-0.494566313517815,-0.716733129241362,-0.553453995335403,-0.415477461138534,-0.474565209138813,-0.785089774963942,0.453878185090167,0.480108295073483,0.102016618676666,0.43235881518972,0.104050603430242,2.09957225527315,-0.515026841724436,0.323741440593565,-0.708563901065147,0.721798407944383,2.71971229096362,-0.590429354720879,-0.196274562836111,0.324506692446048,-0.106400544772184,-0.142498518961427,-0.722864310243752,-1.03677533987629,-0.586570729264888,1.81250636247588,-0.206172173323199,0.536389855023259
-0.550913273319415,-0.571027067428757,-1.08357225800962,-0.553453995335403,-0.415477461138534,-0.784114665588478,0.73348984745342,-0.306663451429461,-0.583700126375646,1.61526312904721,0.43235881518972,0.104050603430242,-0.464082282034461,-0.515026841724436,0.323741440593565,-0.708563901065147,-0.546097479694763,3.54396107834987,-0.590429354720879,-0.538792917589324,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-1.20450360431435,-0.661664289463426,1.48581879161128,-0.799789985678523,-0.0973385621464005
0.110672068064586,-0.484149432077175,-0.227614290883679,-0.553453995335403,-0.313564294281402,0.247716855910406,0.494396633105222,2.85817110053931,0.692869979363309,0.858639873861939,0.43235881518972,0.538136714615781,0.390469230401409,-0.545262586390317,1.59490268527712,-0.708563901065147,-0.546097479694763,-0.165158464888256,-0.590429354720879,-0.538792917589324,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-0.628142129633757,1.32655829989163,0.815968648115149,-0.740638228503784,-0.0850065250790671
0.874988052520636,-0.549028768827756,0.506063966652846,-0.553453995335403,-0.109737960567137,0.144533703760518,-0.453999123017231,-0.00875543712453782,1.86305924295735,1.23695150145458,0.897841894446394,0.538136714615781,-0.464082282034461,-0.515026841724436,0.959322062935345,0.81100687471312,1.98969429558353,0.659090322497994,-0.249207195174397,0.488762146670316,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-0.12829056225053,0.451523907589975,0.989372616187356,0.473135976010539,0.87377280151418
-0.012604703621874,-0.594095051026958,-0.47217371006252,-0.553453995335403,0.19600154000426,-0.784114665588478,-0.269423150220865,0.898987806463404,-0.477319284230733,1.23695150145458,0.897841894446394,-0.547078563348067,0.390469230401409,-0.394083863060914,1.91269299644801,-0.708563901065147,-0.546097479694763,6.01670744050862,-0.590429354720879,-0.196274562836111,-0.363138441546768,-0.106400544772184,-0.142498518961427,-0.722864310243752,-1.28977117734056,-0.581960327082299,2.71544292817907,-0.714671551696033,0.032949427469317
-0.456401081693129,-0.589920844171941,-1.08357225800962,-0.553453995335403,-0.415477461138534,-0.680931513438589,-0.237993484647392,-0.04380343880747,0.480108295073483,0.858639873861939,1.82880805295974,0.538136714615781,1.24502074283728,-0.545262586390317,-0.470734337333659,-0.708563901065147,0.0878504641248098,0.246965928804869,-0.590429354720879,-0.538792917589324,0.324506692446048,-0.106400544772184,-0.142498518961427,-0.106235649428794,-0.763991631433831,-0.171970351123474,1.11748982528808,-0.85458757677155,0.721954674776238
